Table Name,Player Name,Player Gender,Player Years Old,Play Start Date Exact,Play End Date Exact,Total Minutes Played This Session,Play Start Date Hour,Play End Date Hour,Table Currency,Player Card Level,Session Cash Buy In Dollars,Session Chips Buy In Dollars,Session Cash Out Amount Dollars,Session Player Lost Dollars,Session Player Average Bet,Number of Bets Per Hour,Hold Percentage
BJ-3,Player 1180,Male,39,12/9/2019 6:12:00 PM,12/9/2019 7:24:00 PM,72,2019-12-09 18:00:00,2019-12-09 19:00:00,$,Card Type 102,100,0,260,-160,20,50,0.02500
BJ-3,Player 1180,Male,39,11/12/2019 4:00:00 PM,11/12/2019 4:45:00 PM,45,2019-11-12 16:00:00,2019-11-12 16:00:00,$,Card Type 102,0,100,220,-120,20,50,0.02500
BJ-3,Player 1180,Male,39,12/17/2019 1:27:00 PM,12/17/2019 2:48:00 PM,81,2019-12-17 13:00:00,2019-12-17 14:00:00,$,Card Type 102,248,0,0,248,30,50,0.02500
BJ-3,Player 1180,Male,39,12/21/2019 2:28:00 PM,12/21/2019 2:29:00 PM,1,2019-12-21 14:00:00,2019-12-21 14:00:00,$,Card Type 102,0,0,10,-10,0,50,0.02500
BJ-3,Player 1180,Male,39,9/9/2019 12:10:00 PM,9/9/2019 2:01:00 PM,111,2019-09-09 12:00:00,2019-09-09 14:00:00,$,Card Type 102,200,0,308,-108,20,50,0.02500
BJ-3,Player 1180,Male,39,10/9/2019 2:42:00 PM,10/9/2019 4:13:00 PM,91,2019-10-09 14:00:00,2019-10-09 16:00:00,$,Card Type 102,160,0,294,-134,20,50,0.02500
BJ-3,Player 1180,Male,39,10/10/2019 2:50:00 AM,10/10/2019 3:50:00 AM,60,2019-10-10 02:00:00,2019-10-10 03:00:00,$,Card Type 102,100,100,280,-80,10,50,0.02500
BJ-3,Player 1180,Male,39,5/14/2019 2:22:00 PM,5/14/2019 2:38:00 PM,16,2019-05-14 14:00:00,2019-05-14 14:00:00,$,Card Type 102,60,100,0,160,30,50,0.02500
BJ-3,Player 1180,Male,39,5/14/2019 2:39:00 PM,5/14/2019 2:46:00 PM,7,2019-05-14 14:00:00,2019-05-14 14:00:00,$,Card Type 102,100,0,0,100,30,50,0.02500
BJ-3,Player 1180,Male,39,5/30/2019 2:09:00 AM,5/30/2019 2:10:00 AM,1,2019-05-30 02:00:00,2019-05-30 02:00:00,$,Card Type 102,35,0,0,35,10,50,0.02500
BJ-3,Player 1180,Male,39,7/5/2019 12:40:00 PM,7/5/2019 1:49:00 PM,69,2019-07-05 12:00:00,2019-07-05 13:00:00,$,Card Type 102,280,0,250,30,25,50,0.02500
BJ-3,Player 1180,Male,39,4/5/2019 4:20:00 PM,4/5/2019 4:59:00 PM,39,2019-04-05 16:00:00,2019-04-05 16:00:00,$,Card Type 102,0,300,0,300,20,50,0.02500
BJ-2,Player 1180,Male,39,3/12/2019 2:50:00 PM,3/12/2019 3:38:00 PM,48,2019-03-12 14:00:00,2019-03-12 15:00:00,$,Card Type 102,0,200,0,200,25,50,0.02500
BJ-2,Player 1180,Male,39,3/12/2019 4:30:00 PM,3/12/2019 4:48:00 PM,18,2019-03-12 16:00:00,2019-03-12 16:00:00,$,Card Type 102,140,0,270,-130,20,50,0.02500
BJ-3,Player 1180,Male,39,3/6/2019 4:54:00 PM,3/6/2019 6:55:00 PM,121,2019-03-06 16:00:00,2019-03-06 18:00:00,$,Card Type 102,120,200,404,-84,30,50,0.02500
BJ-3,Player 1180,Male,39,3/6/2019 9:23:00 PM,3/6/2019 10:34:00 PM,71,2019-03-06 21:00:00,2019-03-06 22:00:00,$,Card Type 102,20,200,395,-175,50,50,0.02500
BJ-3,Player 1180,Male,39,3/7/2019 11:16:00 PM,3/7/2019 11:38:00 PM,22,2019-03-07 23:00:00,2019-03-07 23:00:00,$,Card Type 102,0,100,193,-93,20,50,0.02500
BJ-3,Player 1180,Male,39,1/4/2019 5:42:00 PM,1/4/2019 5:58:00 PM,16,2019-01-04 17:00:00,2019-01-04 17:00:00,$,Card Type 102,60,0,115,-55,20,50,0.02500
CSP-2,Player 1217,Male,57,1/4/2019 9:42:00 PM,1/4/2019 10:20:00 PM,38,2019-01-04 21:00:00,2019-01-04 22:00:00,$,Card Type 105,100,0,5,95,20,15,0.01500
BJ-2,Player 1217,Male,57,1/3/2019 11:20:00 PM,1/3/2019 11:40:00 PM,20,2019-01-03 23:00:00,2019-01-03 23:00:00,$,Card Type 105,0,115,75,40,20,50,0.02500
CSP-1,Player 1217,Male,57,1/3/2019 9:55:00 PM,1/3/2019 10:29:00 PM,34,2019-01-03 21:00:00,2019-01-03 22:00:00,$,Card Type 105,100,0,200,-100,10,15,0.01500
BJ-3,Player 1217,Male,57,1/3/2019 10:30:00 PM,1/3/2019 11:00:00 PM,30,2019-01-03 22:00:00,2019-01-03 23:00:00,$,Card Type 105,0,50,100,-50,20,50,0.02500
CSP-1,Player 1217,Male,57,1/6/2019 4:40:00 PM,1/6/2019 6:12:00 PM,92,2019-01-06 16:00:00,2019-01-06 18:00:00,$,Card Type 105,600,0,65,535,10,15,0.01500
CSP-2,Player 1217,Male,57,1/5/2019 10:02:00 PM,1/5/2019 11:22:00 PM,80,2019-01-05 22:00:00,2019-01-05 23:00:00,$,Card Type 105,100,0,450,-350,20,15,0.01500
CSP-2,Player 1217,Male,57,1/11/2019 9:32:00 PM,1/11/2019 10:20:00 PM,48,2019-01-11 21:00:00,2019-01-11 22:00:00,$,Card Type 105,100,0,250,-150,10,15,0.01500
CSP-1,Player 1217,Male,57,1/12/2019 8:23:00 PM,1/12/2019 8:40:00 PM,17,2019-01-12 20:00:00,2019-01-12 20:00:00,$,Card Type 105,100,0,0,100,20,15,0.01500
CSP-1,Player 1217,Male,57,1/10/2019 10:13:00 PM,1/10/2019 11:00:00 PM,47,2019-01-10 22:00:00,2019-01-10 23:00:00,$,Card Type 105,100,0,0,100,10,15,0.01500
BJ-3,Player 1217,Male,57,1/22/2019 10:56:00 PM,1/23/2019 1:56:00 AM,180,2019-01-22 22:00:00,2019-01-23 01:00:00,$,Card Type 105,100,0,378,-278,20,50,0.02500
CSP-1,Player 1217,Male,57,1/19/2019 9:58:00 PM,1/19/2019 10:24:00 PM,26,2019-01-19 21:00:00,2019-01-19 22:00:00,$,Card Type 105,100,0,100,0,20,15,0.01500
BJ-1,Player 1217,Male,57,1/19/2019 10:25:00 PM,1/20/2019 12:53:00 AM,148,2019-01-19 22:00:00,2019-01-20 00:00:00,$,Card Type 105,0,100,300,-200,25,50,0.02500
CSP-1,Player 1217,Male,57,1/18/2019 9:34:00 PM,1/18/2019 11:17:00 PM,103,2019-01-18 21:00:00,2019-01-18 23:00:00,$,Card Type 105,100,0,200,-100,10,15,0.01500
BJ-1,Player 1217,Male,57,1/17/2019 10:43:00 PM,1/18/2019 12:10:00 AM,87,2019-01-17 22:00:00,2019-01-18 00:00:00,$,Card Type 105,100,0,425,-325,25,50,0.02500
BJ-1,Player 1217,Male,57,2/11/2019 10:48:00 PM,2/12/2019 12:18:00 AM,90,2019-02-11 22:00:00,2019-02-12 00:00:00,$,Card Type 105,100,0,300,-200,20,50,0.02500
BJ-3,Player 1217,Male,57,2/13/2019 10:57:00 PM,2/14/2019 12:30:00 AM,93,2019-02-13 22:00:00,2019-02-14 00:00:00,$,Card Type 105,100,0,210,-110,20,50,0.02500
BJ-1,Player 1217,Male,57,2/14/2019 11:16:00 PM,2/15/2019 12:30:00 AM,74,2019-02-14 23:00:00,2019-02-15 00:00:00,$,Card Type 105,200,0,322,-122,20,50,0.02500
CSP-1,Player 1217,Male,57,2/9/2019 9:03:00 PM,2/9/2019 11:05:00 PM,122,2019-02-09 21:00:00,2019-02-09 23:00:00,$,Card Type 105,200,0,525,-325,10,15,0.01500
BJ-2,Player 1217,Male,57,2/9/2019 11:34:00 PM,2/10/2019 12:30:00 AM,56,2019-02-09 23:00:00,2019-02-10 00:00:00,$,Card Type 105,0,225,135,90,20,50,0.02500
BJ-2,Player 1217,Male,57,2/11/2019 12:00:00 AM,2/11/2019 1:47:00 AM,107,2019-02-11 00:00:00,2019-02-11 01:00:00,$,Card Type 105,100,0,312,-212,20,50,0.02500
BJ-1,Player 1217,Male,57,2/6/2019 11:06:00 PM,2/7/2019 12:33:00 AM,87,2019-02-06 23:00:00,2019-02-07 00:00:00,$,Card Type 105,200,0,260,-60,25,50,0.02500
BJ-1,Player 1217,Male,57,2/6/2019 9:52:00 PM,2/6/2019 10:27:00 PM,35,2019-02-06 21:00:00,2019-02-06 22:00:00,$,Card Type 105,100,0,300,-200,25,50,0.02500
BJ-4,Player 1217,Male,57,2/8/2019 11:15:00 PM,2/9/2019 12:10:00 AM,55,2019-02-08 23:00:00,2019-02-09 00:00:00,$,Card Type 105,200,0,555,-355,20,50,0.02500
CSP-2,Player 1217,Male,57,2/2/2019 9:39:00 PM,2/2/2019 11:20:00 PM,101,2019-02-02 21:00:00,2019-02-02 23:00:00,$,Card Type 105,200,0,200,0,20,15,0.01500
BJ-1,Player 1217,Male,57,2/3/2019 12:00:00 AM,2/3/2019 1:11:00 AM,71,2019-02-03 00:00:00,2019-02-03 01:00:00,$,Card Type 105,0,350,520,-170,30,50,0.02500
CSP-1,Player 1217,Male,57,2/1/2019 9:21:00 PM,2/1/2019 10:00:00 PM,39,2019-02-01 21:00:00,2019-02-01 22:00:00,$,Card Type 105,100,0,0,100,20,15,0.01500
CSP-1,Player 1217,Male,57,2/2/2019 12:07:00 AM,2/2/2019 12:30:00 AM,23,2019-02-02 00:00:00,2019-02-02 00:00:00,$,Card Type 105,0,100,0,100,10,15,0.01500
BJ-1,Player 1217,Male,57,2/2/2019 12:45:00 AM,2/2/2019 3:30:00 AM,165,2019-02-02 00:00:00,2019-02-02 03:00:00,$,Card Type 105,300,0,600,-300,50,50,0.02500
BJ-3,Player 1217,Male,57,1/31/2019 10:50:00 PM,2/1/2019 12:20:00 AM,90,2019-01-31 22:00:00,2019-02-01 00:00:00,$,Card Type 105,300,0,400,-100,50,50,0.02500
BJ-3,Player 1217,Male,57,1/28/2019 10:41:00 PM,1/28/2019 11:47:00 PM,66,2019-01-28 22:00:00,2019-01-28 23:00:00,$,Card Type 105,100,0,200,-100,20,50,0.02500
CSP-2,Player 1217,Male,57,1/26/2019 8:50:00 PM,1/26/2019 9:15:00 PM,25,2019-01-26 20:00:00,2019-01-26 21:00:00,$,Card Type 105,100,0,103,-3,20,15,0.01500
BJ-2,Player 1217,Male,57,1/26/2019 10:44:00 PM,1/26/2019 11:18:00 PM,34,2019-01-26 22:00:00,2019-01-26 23:00:00,$,Card Type 105,100,100,80,120,25,50,0.02500
CSP-1,Player 1217,Male,57,1/26/2019 9:14:00 PM,1/26/2019 10:14:00 PM,60,2019-01-26 21:00:00,2019-01-26 22:00:00,$,Card Type 105,0,103,115,-12,20,15,0.01500
BJ-1,Player 1217,Male,57,1/26/2019 11:43:00 PM,1/27/2019 2:29:00 AM,166,2019-01-26 23:00:00,2019-01-27 02:00:00,$,Card Type 105,200,80,645,-365,50,50,0.02500
BJ-2,Player 1217,Male,57,1/25/2019 10:59:00 PM,1/26/2019 12:50:00 AM,111,2019-01-25 22:00:00,2019-01-26 00:00:00,$,Card Type 105,900,60,100,860,75,50,0.02500
CSP-2,Player 1217,Male,57,1/25/2019 10:12:00 PM,1/25/2019 10:59:00 PM,47,2019-01-25 22:00:00,2019-01-25 22:00:00,$,Card Type 105,100,0,63,37,20,15,0.01500
BJ-3,Player 1217,Male,57,1/23/2019 10:50:00 PM,1/23/2019 11:56:00 PM,66,2019-01-23 22:00:00,2019-01-23 23:00:00,$,Card Type 105,100,0,400,-300,20,50,0.02500
CSP-1,Player 1217,Male,57,1/24/2019 9:45:00 PM,1/24/2019 10:02:00 PM,17,2019-01-24 21:00:00,2019-01-24 22:00:00,$,Card Type 105,100,0,0,100,20,15,0.01500
BJ-1,Player 1217,Male,57,1/24/2019 10:49:00 PM,1/25/2019 12:45:00 AM,116,2019-01-24 22:00:00,2019-01-25 00:00:00,$,Card Type 105,600,0,475,125,25,50,0.02500
CSP-1,Player 1217,Male,57,3/7/2019 8:42:00 PM,3/7/2019 9:21:00 PM,39,2019-03-07 20:00:00,2019-03-07 21:00:00,$,Card Type 105,100,0,150,-50,20,15,0.01500
BJ-2,Player 1217,Male,57,3/6/2019 8:23:00 PM,3/6/2019 9:10:00 PM,47,2019-03-06 20:00:00,2019-03-06 21:00:00,$,Card Type 105,100,0,162,-62,25,50,0.02500
CSP-1,Player 1217,Male,57,3/3/2019 3:37:00 PM,3/3/2019 5:44:00 PM,127,2019-03-03 15:00:00,2019-03-03 17:00:00,$,Card Type 105,300,0,305,-5,20,15,0.01500
CSP-2,Player 1217,Male,57,3/2/2019 9:40:00 PM,3/3/2019 1:40:00 AM,240,2019-03-02 21:00:00,2019-03-03 01:00:00,$,Card Type 105,300,0,100,200,20,15,0.01500
CSP-1,Player 1217,Male,57,3/1/2019 9:28:00 PM,3/1/2019 10:50:00 PM,82,2019-03-01 21:00:00,2019-03-01 22:00:00,$,Card Type 105,380,0,70,310,20,15,0.01500
CSP-1,Player 1217,Male,57,3/2/2019 1:00:00 AM,3/2/2019 1:15:00 AM,15,2019-03-02 01:00:00,2019-03-02 01:00:00,$,Card Type 105,100,0,0,100,20,15,0.01500
BJ-3,Player 1217,Male,57,3/1/2019 11:00:00 PM,3/1/2019 11:39:00 PM,39,2019-03-01 23:00:00,2019-03-01 23:00:00,$,Card Type 105,100,70,200,-30,20,50,0.02500
BJ-2,Player 1217,Male,57,3/13/2019 10:33:00 PM,3/13/2019 11:00:00 PM,27,2019-03-13 22:00:00,2019-03-13 23:00:00,$,Card Type 105,100,0,0,100,20,50,0.02500
CSP-1,Player 1217,Male,57,3/9/2019 9:22:00 PM,3/9/2019 10:30:00 PM,68,2019-03-09 21:00:00,2019-03-09 22:00:00,$,Card Type 105,100,0,0,100,20,15,0.01500
CSP-1,Player 1217,Male,57,3/8/2019 10:12:00 PM,3/8/2019 10:55:00 PM,43,2019-03-08 22:00:00,2019-03-08 22:00:00,$,Card Type 105,100,0,271,-171,20,15,0.01500
CSP-1,Player 1217,Male,57,3/8/2019 8:38:00 PM,3/8/2019 9:31:00 PM,53,2019-03-08 20:00:00,2019-03-08 21:00:00,$,Card Type 105,100,0,100,0,20,15,0.01500
BJ-3,Player 1217,Male,57,3/8/2019 11:17:00 PM,3/9/2019 12:00:00 AM,43,2019-03-08 23:00:00,2019-03-09 00:00:00,$,Card Type 105,100,0,0,100,20,50,0.02500
CSP-1,Player 1217,Male,57,2/28/2019 10:38:00 PM,2/28/2019 11:41:00 PM,63,2019-02-28 22:00:00,2019-02-28 23:00:00,$,Card Type 105,0,42,280,-238,20,15,0.01500
CSP-1,Player 1217,Male,57,2/28/2019 9:03:00 PM,2/28/2019 10:02:00 PM,59,2019-02-28 21:00:00,2019-02-28 22:00:00,$,Card Type 105,200,0,42,158,10,15,0.01500
CSP-1,Player 1217,Male,57,2/27/2019 8:41:00 PM,2/27/2019 9:10:00 PM,29,2019-02-27 20:00:00,2019-02-27 21:00:00,$,Card Type 105,100,0,305,-205,10,15,0.01500
CSP-1,Player 1217,Male,57,2/23/2019 9:40:00 PM,2/24/2019 12:46:00 AM,186,2019-02-23 21:00:00,2019-02-24 00:00:00,$,Card Type 105,100,0,255,-155,25,15,0.01500
BJ-2,Player 1217,Male,57,2/21/2019 11:09:00 PM,2/22/2019 12:50:00 AM,101,2019-02-21 23:00:00,2019-02-22 00:00:00,$,Card Type 105,500,0,0,500,30,50,0.02500
BJ-2,Player 1217,Male,57,2/20/2019 9:54:00 PM,2/20/2019 11:38:00 PM,104,2019-02-20 21:00:00,2019-02-20 23:00:00,$,Card Type 105,0,0,400,-400,0,50,0.02500
BJ-3,Player 1217,Male,57,2/18/2019 11:14:00 PM,2/19/2019 1:57:00 AM,163,2019-02-18 23:00:00,2019-02-19 01:00:00,$,Card Type 105,200,4000,87,4113,100,50,0.02500
BJ-3,Player 1217,Male,57,2/15/2019 10:50:00 PM,2/16/2019 1:21:00 AM,151,2019-02-15 22:00:00,2019-02-16 01:00:00,$,Card Type 105,0,90,275,-185,10,50,0.02500
CSP-1,Player 1217,Male,57,2/15/2019 9:52:00 PM,2/15/2019 10:50:00 PM,58,2019-02-15 21:00:00,2019-02-15 22:00:00,$,Card Type 105,100,20,90,30,10,15,0.01500
BJ-2,Player 1217,Male,57,2/17/2019 12:08:00 AM,2/17/2019 1:11:00 AM,63,2019-02-17 00:00:00,2019-02-17 01:00:00,$,Card Type 105,300,100,0,400,25,50,0.02500
BJ-1,Player 1217,Male,57,2/16/2019 11:55:00 PM,2/17/2019 12:06:00 AM,11,2019-02-16 23:00:00,2019-02-17 00:00:00,$,Card Type 105,100,0,100,0,0,50,0.02500
BJ-3,Player 1217,Male,57,2/17/2019 2:50:00 AM,2/17/2019 3:42:00 AM,52,2019-02-17 02:00:00,2019-02-17 03:00:00,$,Card Type 105,300,2000,2000,300,25,50,0.02500
CSP-1,Player 1217,Male,57,2/17/2019 1:31:00 PM,2/17/2019 4:25:00 PM,174,2019-02-17 13:00:00,2019-02-17 16:00:00,$,Card Type 105,300,0,605,-305,10,15,0.01500
CSP-1,Player 1217,Male,57,4/5/2019 11:26:00 PM,4/6/2019 12:24:00 AM,58,2019-04-05 23:00:00,2019-04-06 00:00:00,$,Card Type 105,100,0,0,100,20,15,0.01500
BJ-2,Player 1217,Male,57,4/7/2019 12:10:00 AM,4/7/2019 1:00:00 AM,50,2019-04-07 00:00:00,2019-04-07 01:00:00,$,Card Type 105,200,0,0,200,25,50,0.02500
CSP-1,Player 1217,Male,57,4/6/2019 11:17:00 PM,4/7/2019 12:00:00 AM,43,2019-04-06 23:00:00,2019-04-07 00:00:00,$,Card Type 105,100,0,0,100,20,15,0.01500
BJ-1,Player 1217,Male,57,4/7/2019 10:42:00 PM,4/8/2019 12:27:00 AM,105,2019-04-07 22:00:00,2019-04-08 00:00:00,$,Card Type 105,100,0,400,-300,25,50,0.02500
BJ-1,Player 1217,Male,57,4/10/2019 8:54:00 PM,4/10/2019 10:54:00 PM,120,2019-04-10 20:00:00,2019-04-10 22:00:00,$,Card Type 105,100,500,785,-185,30,50,0.02500
BJ-3,Player 1217,Male,57,3/27/2019 10:12:00 PM,3/28/2019 12:33:00 AM,141,2019-03-27 22:00:00,2019-03-28 00:00:00,$,Card Type 105,600,0,0,600,75,50,0.02500
CSP-1,Player 1217,Male,57,3/24/2019 4:16:00 PM,3/24/2019 4:58:00 PM,42,2019-03-24 16:00:00,2019-03-24 16:00:00,$,Card Type 105,200,0,280,-80,20,15,0.01500
BJ-2,Player 1217,Male,57,3/23/2019 11:27:00 PM,3/24/2019 1:00:00 AM,93,2019-03-23 23:00:00,2019-03-24 01:00:00,$,Card Type 105,300,0,350,-50,25,50,0.02500
BJ-2,Player 1217,Male,57,3/22/2019 10:03:00 PM,3/22/2019 10:40:00 PM,37,2019-03-22 22:00:00,2019-03-22 22:00:00,$,Card Type 105,700,0,0,700,50,50,0.02500
BJ-1,Player 1217,Male,57,3/22/2019 11:45:00 PM,3/23/2019 1:14:00 AM,89,2019-03-22 23:00:00,2019-03-23 01:00:00,$,Card Type 105,200,0,475,-275,30,50,0.02500
BJ-1,Player 1217,Male,57,3/20/2019 10:35:00 PM,3/21/2019 12:57:00 AM,142,2019-03-20 22:00:00,2019-03-21 00:00:00,$,Card Type 105,100,0,380,-280,40,50,0.02500
BJ-2,Player 1217,Male,57,3/21/2019 11:08:00 PM,3/22/2019 12:14:00 AM,66,2019-03-21 23:00:00,2019-03-22 00:00:00,$,Card Type 105,300,0,100,200,20,50,0.02500
BJ-2,Player 1217,Male,57,3/22/2019 1:04:00 AM,3/22/2019 1:38:00 AM,34,2019-03-22 01:00:00,2019-03-22 01:00:00,$,Card Type 105,300,0,225,75,20,50,0.02500
BJ-2,Player 1217,Male,57,3/18/2019 10:53:00 PM,3/18/2019 11:14:00 PM,21,2019-03-18 22:00:00,2019-03-18 23:00:00,$,Card Type 105,100,0,400,-300,50,50,0.02500
BJ-1,Player 1217,Male,57,3/19/2019 11:15:00 PM,3/20/2019 12:51:00 AM,96,2019-03-19 23:00:00,2019-03-20 00:00:00,$,Card Type 105,100,500,600,0,30,50,0.02500
BJ-1,Player 1217,Male,57,3/14/2019 10:47:00 PM,3/14/2019 11:33:00 PM,46,2019-03-14 22:00:00,2019-03-14 23:00:00,$,Card Type 105,100,50,255,-105,50,50,0.02500
BJ-1,Player 1217,Male,57,3/15/2019 10:00:00 PM,3/15/2019 11:38:00 PM,98,2019-03-15 22:00:00,2019-03-15 23:00:00,$,Card Type 105,100,0,120,-20,20,50,0.02500
BJ-2,Player 1217,Male,57,3/16/2019 11:10:00 PM,3/17/2019 12:16:00 AM,66,2019-03-16 23:00:00,2019-03-17 00:00:00,$,Card Type 105,100,70,325,-155,20,50,0.02500
CSP-1,Player 1217,Male,57,3/17/2019 12:34:00 AM,3/17/2019 1:02:00 AM,28,2019-03-17 00:00:00,2019-03-17 01:00:00,$,Card Type 105,100,0,100,0,10,15,0.01500
CSP-1,Player 1217,Male,57,3/16/2019 9:54:00 PM,3/16/2019 11:09:00 PM,75,2019-03-16 21:00:00,2019-03-16 23:00:00,$,Card Type 105,200,0,70,130,20,15,0.01500
BJ-1,Player 1217,Male,57,7/5/2019 10:20:00 PM,7/5/2019 11:30:00 PM,70,2019-07-05 22:00:00,2019-07-05 23:00:00,$,Card Type 105,100,1200,600,700,30,50,0.02500
BJ-2,Player 1217,Male,57,7/6/2019 11:30:00 PM,7/7/2019 12:30:00 AM,60,2019-07-06 23:00:00,2019-07-07 00:00:00,$,Card Type 105,800,0,0,800,25,50,0.02500
CSP-1,Player 1217,Male,57,6/30/2019 3:06:00 PM,6/30/2019 4:55:00 PM,109,2019-06-30 15:00:00,2019-06-30 16:00:00,$,Card Type 105,200,0,200,0,20,15,0.01500
BJ-3,Player 1217,Male,57,7/3/2019 10:02:00 PM,7/3/2019 11:33:00 PM,91,2019-07-03 22:00:00,2019-07-03 23:00:00,$,Card Type 105,100,0,62,38,30,50,0.02500
BJ-2,Player 1217,Male,57,6/29/2019 11:23:00 PM,6/30/2019 12:03:00 AM,40,2019-06-29 23:00:00,2019-06-30 00:00:00,$,Card Type 105,100,0,155,-55,20,50,0.02500
CSP-2,Player 1217,Male,57,4/28/2019 1:29:00 AM,4/28/2019 2:49:00 AM,80,2019-04-28 01:00:00,2019-04-28 02:00:00,$,Card Type 105,0,100,85,15,10,15,0.01500
BJ-2,Player 1217,Male,57,6/15/2019 10:50:00 PM,6/15/2019 10:51:00 PM,1,2019-06-15 22:00:00,2019-06-15 22:00:00,$,Card Type 105,0,0,300,-300,0,50,0.02500
BJ-2,Player 1217,Male,57,6/16/2019 10:36:00 PM,6/17/2019 12:20:00 AM,104,2019-06-16 22:00:00,2019-06-17 00:00:00,$,Card Type 105,300,0,200,100,50,50,0.02500
BJ-1,Player 1217,Male,57,6/19/2019 10:45:00 PM,6/20/2019 12:16:00 AM,91,2019-06-19 22:00:00,2019-06-20 00:00:00,$,Card Type 105,400,0,415,-15,20,50,0.02500
BJ-2,Player 1217,Male,57,6/20/2019 10:55:00 PM,6/20/2019 11:56:00 PM,61,2019-06-20 22:00:00,2019-06-20 23:00:00,$,Card Type 105,100,0,350,-250,20,50,0.02500
BJ-2,Player 1217,Male,57,6/23/2019 12:15:00 AM,6/23/2019 1:20:00 AM,65,2019-06-23 00:00:00,2019-06-23 01:00:00,$,Card Type 105,0,0,300,-300,0,50,0.02500
BJ-2,Player 1217,Male,57,6/23/2019 10:48:00 PM,6/24/2019 12:23:00 AM,95,2019-06-23 22:00:00,2019-06-24 00:00:00,$,Card Type 105,100,1000,1000,100,30,50,0.02500
BJ-4,Player 1217,Male,57,7/20/2019 11:16:00 PM,7/21/2019 12:00:00 AM,44,2019-07-20 23:00:00,2019-07-21 00:00:00,$,Card Type 105,200,0,0,200,30,50,0.02500
CSP-1,Player 1217,Male,57,7/20/2019 9:38:00 PM,7/20/2019 10:50:00 PM,72,2019-07-20 21:00:00,2019-07-20 22:00:00,$,Card Type 105,100,0,450,-350,20,15,0.01500
BJ-3,Player 1217,Male,57,7/21/2019 8:23:00 PM,7/21/2019 9:00:00 PM,37,2019-07-21 20:00:00,2019-07-21 21:00:00,$,Card Type 105,200,0,355,-155,30,50,0.02500
CSP-2,Player 1217,Male,57,7/19/2019 8:28:00 PM,7/19/2019 11:00:00 PM,152,2019-07-19 20:00:00,2019-07-19 23:00:00,$,Card Type 105,100,0,100,0,20,15,0.01500
BJ-1,Player 1217,Male,57,7/19/2019 11:21:00 PM,7/20/2019 1:00:00 AM,99,2019-07-19 23:00:00,2019-07-20 01:00:00,$,Card Type 105,0,180,360,-180,20,50,0.02500
CSP-1,Player 1217,Male,57,7/14/2019 2:30:00 PM,7/14/2019 5:44:00 PM,194,2019-07-14 14:00:00,2019-07-14 17:00:00,$,Card Type 105,100,0,360,-260,30,15,0.01500
BJ-3,Player 1217,Male,57,7/15/2019 10:42:00 PM,7/15/2019 11:50:00 PM,68,2019-07-15 22:00:00,2019-07-15 23:00:00,$,Card Type 105,100,0,170,-70,30,50,0.02500
BJ-2,Player 1217,Male,57,7/17/2019 10:48:00 PM,7/17/2019 10:55:00 PM,7,2019-07-17 22:00:00,2019-07-17 22:00:00,$,Card Type 105,100,0,0,100,10,50,0.02500
BJ-1,Player 1217,Male,57,7/19/2019 1:05:00 AM,7/19/2019 1:20:00 AM,15,2019-07-19 01:00:00,2019-07-19 01:00:00,$,Card Type 105,100,72,250,-78,20,50,0.02500
CSP-1,Player 1217,Male,57,7/18/2019 9:00:00 PM,7/18/2019 10:00:00 PM,60,2019-07-18 21:00:00,2019-07-18 22:00:00,$,Card Type 105,100,0,70,30,10,15,0.01500
CSP-1,Player 1217,Male,57,7/7/2019 6:00:00 PM,7/7/2019 7:48:00 PM,108,2019-07-07 18:00:00,2019-07-07 19:00:00,$,Card Type 105,100,0,114,-14,20,15,0.01500
BJ-1,Player 1217,Male,57,7/9/2019 11:25:00 PM,7/10/2019 12:00:00 AM,35,2019-07-09 23:00:00,2019-07-10 00:00:00,$,Card Type 105,100,0,350,-250,25,50,0.02500
BJ-2,Player 1217,Male,57,7/10/2019 10:56:00 PM,7/10/2019 11:53:00 PM,57,2019-07-10 22:00:00,2019-07-10 23:00:00,$,Card Type 105,100,0,200,-100,30,50,0.02500
BJ-3,Player 1217,Male,57,7/11/2019 10:20:00 PM,7/11/2019 11:35:00 PM,75,2019-07-11 22:00:00,2019-07-11 23:00:00,$,Card Type 105,100,0,100,0,30,50,0.02500
BJ-3,Player 1217,Male,57,7/12/2019 12:28:00 AM,7/12/2019 12:29:00 AM,1,2019-07-12 00:00:00,2019-07-12 00:00:00,$,Card Type 105,0,2000,2000,0,0,50,0.02500
BJ-4,Player 1217,Male,57,7/12/2019 11:00:00 PM,7/12/2019 11:26:00 PM,26,2019-07-12 23:00:00,2019-07-12 23:00:00,$,Card Type 105,100,0,250,-150,20,50,0.02500
BJ-1,Player 1217,Male,57,7/13/2019 10:55:00 PM,7/13/2019 10:56:00 PM,1,2019-07-13 22:00:00,2019-07-13 22:00:00,$,Card Type 105,0,0,100,-100,0,50,0.02500
CSP-2,Player 1217,Male,57,7/13/2019 9:34:00 PM,7/13/2019 9:40:00 PM,6,2019-07-13 21:00:00,2019-07-13 21:00:00,$,Card Type 105,0,132,85,47,10,15,0.01500
CSP-2,Player 1217,Male,57,7/13/2019 8:26:00 PM,7/13/2019 8:45:00 PM,19,2019-07-13 20:00:00,2019-07-13 20:00:00,$,Card Type 105,100,0,132,-32,10,15,0.01500
